20.0,1647842399000
12.0,1647842398000
16.0,1647842397000
11.0,1647842396000
17.0,1647842395000
12.0,1647842394000
16.0,1647842393000
17.0,1647842392000
17.0,1647842391000
16.0,1647842390000
18.0,1647842389000
16.0,1647842388000
20.0,1647842387000
19.0,1647842386000
13.0,1647842385000
17.0,1647842384000
19.0,1647842383000
12.0,1647842382000
14.0,1647842381000
13.0,1647842380000
19.0,1647842379000
19.0,1647842378000
13.0,1647842377000
17.0,1647842376000
14.0,1647842375000
14.0,1647842374000
11.0,1647842373000
20.0,1647842372000
13.0,1647842371000
18.0,1647842370000
14.0,1647842369000
20.0,1647842368000
19.0,1647842367000
17.0,1647842366000
16.0,1647842365000
12.0,1647842364000
18.0,1647842363000
14.0,1647842362000
19.0,1647842361000
14.0,1647842360000
13.0,1647842359000
12.0,1647842358000
18.0,1647842357000
14.0,1647842356000
17.0,1647842355000
17.0,1647842354000
15.0,1647842353000
14.0,1647842352000
11.0,1647842351000
19.0,1647842350000
16.0,1647842349000
16.0,1647842348000
15.0,1647842347000
15.0,1647842346000
12.0,1647842345000
16.0,1647842344000
18.0,1647842343000
17.0,1647842342000
12.0,1647842341000
15.0,1647842340000
12.0,1647842339000
14.0,1647842338000
20.0,1647842337000
19.0,1647842336000
19.0,1647842335000
12.0,1647842334000
13.0,1647842333000
11.0,1647842332000
20.0,1647842331000
19.0,1647842330000
16.0,1647842329000
15.0,1647842328000
15.0,1647842327000
11.0,1647842326000
11.0,1647842325000
17.0,1647842324000
15.0,1647842323000
16.0,1647842322000
16.0,1647842321000
11.0,1647842320000
20.0,1647842319000
13.0,1647842318000
16.0,1647842317000
19.0,1647842316000
15.0,1647842315000
18.0,1647842314000
19.0,1647842313000
20.0,1647842312000
13.0,1647842311000
13.0,1647842310000
13.0,1647842309000
13.0,1647842308000
17.0,1647842307000
11.0,1647842306000
12.0,1647842305000
19.0,1647842304000
17.0,1647842303000
12.0,1647842302000
14.0,1647842301000
17.0,1647842300000
11.0,1647842299000
19.0,1647842298000
13.0,1647842297000
20.0,1647842296000
19.0,1647842295000
12.0,1647842294000
11.0,1647842293000
17.0,1647842292000
17.0,1647842291000
11.0,1647842290000
20.0,1647842289000
14.0,1647842288000
13.0,1647842287000
19.0,1647842286000
12.0,1647842285000
17.0,1647842284000
14.0,1647842283000
15.0,1647842282000
15.0,1647842281000
14.0,1647842280000
13.0,1647842279000
11.0,1647842278000
19.0,1647842277000
13.0,1647842276000
16.0,1647842275000
12.0,1647842274000
12.0,1647842273000
16.0,1647842272000
11.0,1647842271000
14.0,1647842270000
11.0,1647842269000
17.0,1647842268000
20.0,1647842267000
14.0,1647842266000
11.0,1647842265000
12.0,1647842264000
17.0,1647842263000
16.0,1647842262000
13.0,1647842261000
16.0,1647842260000
15.0,1647842259000
14.0,1647842258000
14.0,1647842257000
12.0,1647842256000
14.0,1647842255000
14.0,1647842254000
11.0,1647842253000
20.0,1647842252000
18.0,1647842251000
16.0,1647842250000
12.0,1647842249000
11.0,1647842248000
19.0,1647842247000
11.0,1647842246000
17.0,1647842245000
17.0,1647842244000
13.0,1647842243000
11.0,1647842242000
14.0,1647842241000
14.0,1647842240000
20.0,1647842239000
14.0,1647842238000
14.0,1647842237000
19.0,1647842236000
16.0,1647842235000
18.0,1647842234000
13.0,1647842233000
19.0,1647842232000
12.0,1647842231000
11.0,1647842230000
17.0,1647842229000
20.0,1647842228000
12.0,1647842227000
16.0,1647842226000
11.0,1647842225000
18.0,1647842224000
12.0,1647842223000
11.0,1647842222000
11.0,1647842221000
13.0,1647842220000
18.0,1647842219000
12.0,1647842218000
20.0,1647842217000
15.0,1647842216000
19.0,1647842215000
16.0,1647842214000
16.0,1647842213000
14.0,1647842212000
19.0,1647842211000
20.0,1647842210000
20.0,1647842209000
12.0,1647842208000
13.0,1647842207000
20.0,1647842206000
14.0,1647842205000
13.0,1647842204000
17.0,1647842203000
12.0,1647842202000
14.0,1647842201000
20.0,1647842200000
13.0,1647842199000
12.0,1647842198000
18.0,1647842197000
18.0,1647842196000
19.0,1647842195000
19.0,1647842194000
17.0,1647842193000
19.0,1647842192000
13.0,1647842191000
19.0,1647842190000
20.0,1647842189000
19.0,1647842188000
13.0,1647842187000
16.0,1647842186000
14.0,1647842185000
15.0,1647842184000
15.0,1647842183000
14.0,1647842182000
12.0,1647842181000
16.0,1647842180000
19.0,1647842179000
12.0,1647842178000
15.0,1647842177000
20.0,1647842176000
20.0,1647842175000
15.0,1647842174000
16.0,1647842173000
16.0,1647842172000
17.0,1647842171000
12.0,1647842170000
17.0,1647842169000
12.0,1647842168000
20.0,1647842167000
19.0,1647842166000
12.0,1647842165000
19.0,1647842164000
12.0,1647842163000
13.0,1647842162000
18.0,1647842161000
11.0,1647842160000
14.0,1647842159000
14.0,1647842158000
20.0,1647842157000
18.0,1647842156000
19.0,1647842155000
12.0,1647842154000
18.0,1647842153000
14.0,1647842152000
20.0,1647842151000
11.0,1647842150000
12.0,1647842149000
13.0,1647842148000
16.0,1647842147000
14.0,1647842146000
18.0,1647842145000
11.0,1647842144000
11.0,1647842143000
19.0,1647842142000
14.0,1647842141000
17.0,1647842140000
11.0,1647842139000
19.0,1647842138000
19.0,1647842137000
11.0,1647842136000
11.0,1647842135000
16.0,1647842134000
12.0,1647842133000
13.0,1647842132000
19.0,1647842131000
18.0,1647842130000
11.0,1647842129000
18.0,1647842128000
11.0,1647842127000
11.0,1647842126000
12.0,1647842125000
17.0,1647842124000
20.0,1647842123000
14.0,1647842122000
19.0,1647842121000
15.0,1647842120000
20.0,1647842119000
11.0,1647842118000
11.0,1647842117000
18.0,1647842116000
14.0,1647842115000
11.0,1647842114000
19.0,1647842113000
18.0,1647842112000
11.0,1647842111000
19.0,1647842110000
12.0,1647842109000
14.0,1647842108000
12.0,1647842107000
14.0,1647842106000
14.0,1647842105000
14.0,1647842104000
20.0,1647842103000
12.0,1647842102000
16.0,1647842101000
18.0,1647842100000
19.0,1647842099000
16.0,1647842098000
17.0,1647842097000
13.0,1647842096000
20.0,1647842095000
16.0,1647842094000
14.0,1647842093000
17.0,1647842092000
14.0,1647842091000
12.0,1647842090000
20.0,1647842089000
20.0,1647842088000
13.0,1647842087000
15.0,1647842086000
11.0,1647842085000
20.0,1647842084000
15.0,1647842083000
11.0,1647842082000
12.0,1647842081000
20.0,1647842080000
15.0,1647842079000
14.0,1647842078000
12.0,1647842077000
12.0,1647842076000
11.0,1647842075000
20.0,1647842074000
13.0,1647842073000
16.0,1647842072000
19.0,1647842071000
12.0,1647842070000
11.0,1647842069000
18.0,1647842068000
20.0,1647842067000
14.0,1647842066000
12.0,1647842065000
11.0,1647842064000
17.0,1647842063000
14.0,1647842062000
19.0,1647842061000
13.0,1647842060000
18.0,1647842059000
16.0,1647842058000
17.0,1647842057000
17.0,1647842056000
16.0,1647842055000
12.0,1647842054000
16.0,1647842053000
11.0,1647842052000
14.0,1647842051000
19.0,1647842050000
20.0,1647842049000
11.0,1647842048000
19.0,1647842047000
18.0,1647842046000
16.0,1647842045000
19.0,1647842044000
16.0,1647842043000
12.0,1647842042000
18.0,1647842041000
12.0,1647842040000
17.0,1647842039000
18.0,1647842038000
11.0,1647842037000
19.0,1647842036000
17.0,1647842035000
12.0,1647842034000
15.0,1647842033000
17.0,1647842032000
17.0,1647842031000
20.0,1647842030000
14.0,1647842029000
15.0,1647842028000
11.0,1647842027000
20.0,1647842026000
12.0,1647842025000
16.0,1647842024000
15.0,1647842023000
16.0,1647842022000
15.0,1647842021000
11.0,1647842020000
20.0,1647842019000
12.0,1647842018000
18.0,1647842017000
20.0,1647842016000
16.0,1647842015000
15.0,1647842014000
13.0,1647842013000
20.0,1647842012000
12.0,1647842011000
13.0,1647842010000
16.0,1647842009000
15.0,1647842008000
15.0,1647842007000
19.0,1647842006000
18.0,1647842005000
13.0,1647842004000
12.0,1647842003000
13.0,1647842002000
20.0,1647842001000
11.0,1647842000000
16.0,1647841999000
13.0,1647841998000
12.0,1647841997000
16.0,1647841996000
17.0,1647841995000
15.0,1647841994000
20.0,1647841993000
12.0,1647841992000
13.0,1647841991000
16.0,1647841990000
14.0,1647841989000
13.0,1647841988000
14.0,1647841987000
18.0,1647841986000
18.0,1647841985000
11.0,1647841984000
14.0,1647841983000
11.0,1647841982000
19.0,1647841981000
20.0,1647841980000
17.0,1647841979000
15.0,1647841978000
14.0,1647841977000
11.0,1647841976000
12.0,1647841975000
14.0,1647841974000
16.0,1647841973000
17.0,1647841972000
19.0,1647841971000
13.0,1647841970000
16.0,1647841969000
17.0,1647841968000
20.0,1647841967000
18.0,1647841966000
19.0,1647841965000
16.0,1647841964000
11.0,1647841963000
18.0,1647841962000
14.0,1647841961000
16.0,1647841960000
19.0,1647841959000
13.0,1647841958000
14.0,1647841957000
14.0,1647841956000
11.0,1647841955000
18.0,1647841954000
14.0,1647841953000
13.0,1647841952000
11.0,1647841951000
12.0,1647841950000
14.0,1647841949000
11.0,1647841948000
14.0,1647841947000
16.0,1647841946000
17.0,1647841945000
18.0,1647841944000
19.0,1647841943000
13.0,1647841942000
15.0,1647841941000
17.0,1647841940000
20.0,1647841939000
12.0,1647841938000
12.0,1647841937000
19.0,1647841936000
20.0,1647841935000
19.0,1647841934000
20.0,1647841933000
13.0,1647841932000
11.0,1647841931000
17.0,1647841930000
17.0,1647841929000
11.0,1647841928000
13.0,1647841927000
11.0,1647841926000
13.0,1647841925000
17.0,1647841924000
18.0,1647841923000
14.0,1647841922000
17.0,1647841921000
17.0,1647841920000
15.0,1647841919000
11.0,1647841918000
19.0,1647841917000
12.0,1647841916000
17.0,1647841915000
12.0,1647841914000
17.0,1647841913000
11.0,1647841912000
16.0,1647841911000
15.0,1647841910000
13.0,1647841909000
15.0,1647841908000
12.0,1647841907000
13.0,1647841906000
18.0,1647841905000
14.0,1647841904000
11.0,1647841903000
18.0,1647841902000
19.0,1647841901000
17.0,1647841900000
13.0,1647841899000
